ESTATES,ESTATES,ST,0,39
ESTE,ESTATE,ST,0,877
ESTS,ESTATES,ST,0,40
EX,EXTENSION,ST,2,1318
EXD,EXTENDED,PM,0,1323
EXN,EXTENSION,ST,0,1001
EXP,EXPRESSWAY,ST,0,153
EXPR,EXPRESSWAY,ST,0,41
EXPRESS,EXPRESS,BN,0,981
EXPRESS,EXPRESSWAY,ST,2,154
EXPRESSWAY,EXPRESSWAY,ST,0,878
EXPW,EXPRESSWAY,ST,0,761
EXPY,EXPRESSWAY,ST,0,879
EXT,EXTENSION,ST,0,155
EXTD,EXTENDED,PM,0,950
EXTENSION,EXTENSION,BN,0,982
EXTENSION,EXTENSION,ST,2,156
EXTENSIONS,EXTENSIONS,ST,0,712
EXTN,EXTENSION,ST,0,42
EXTNSN,EXTENSION,ST,0,273
EXTS,EXTENSIONS,ST,0,157
FALLS,FALLS,BN,2,486
FALLS,FALLS,ST,0,239
FARM,FARM,BN,1,635
FARM,FARM,ST,0,43
FARMS,FARMS,BN,2,158
FARMS,FARMS,ST,0,274
FERRY,FERRY,BN,2,762
FERRY,FERRY,ST,0,636
FIELD,FIELD,BN,1,528
FIELD,FIELD,ST,0,275
FIELDS,FIELDS,BN,2,276
FIELDS,FIELDS,ST,0,637
FIRE RD,FIRE ROAD,PT,0,880
FIRE ROAD,FIRE ROAD,PT,0,881
FLD,FIELD,ST,0,44
FLDS,FIELDS,ST,0,638
FLS,FALLS,BN,2,845
FLS,FALLS,ST,0,45
FORD,FORD,BN,1,390
FORD,FORD,ST,0,763
FORDS,FORDS,BN,1,989
FORDS,FORDS,ST,0,639
FOREST,FOREST,BN,2,359
FOREST,FOREST,ST,0,356
FORESTS,FORESTS,BN,2,721
FORESTS,FORESTS,ST,0,529
FORGE,FORGE,BN,2,11
FORGE,FORGE,ST,0,484
FORK,FORK,BN,1,640
FORK,FORK,ST,0,641
FORKS,FORKS,ST,0,159
FORT,FORT,BN,2,531
FORT,FORT,ST,0,530
FRD,FORD,ST,0,46
FREEWAY,FREEWAY,BN,0,983
FREEWAY,FREEWAY,ST,1,642
FREEWY,FREEWAY,ST,0,532
FRG,FORGE,BN,2,605
FRG,FORGE,ST,0,47
FRK,FORK,ST,0,277
FRKS,FORKS,ST,0,391
FRNT,FRONT,ST,0,643
FRONT,FRONT,BN,2,965
FRONT,FRONT,ST,0,237
FRRY,FERRY,ST,0,644
FRST,FOREST,ST,0,533
FRT,FORT,ST,0,645
FRWAY,FREEWAY,ST,0,160
FRWY,FREEWAY,ST,0,161
FRY,FERRY,ST,0,392
FT,FORT,ST,0,882
FWY,FREEWAY,ST,0,48
GARDEN,GARDEN,BN,2,722
GARDEN,GARDEN,ST,0,844
GARDENS,GARDENS,BN,2,362
GARDENS,GARDENS,ST,0,883
GARDN,GARDEN,BN,2,723
GARDN,GARDEN,ST,0,646
GATEWAY,GATEWAY,BN,2,974
GATEWAY,GATEWAY,ST,0,119
GATEWY,GATEWAY,ST,0,393
GATWAY,GATEWAY,ST,0,884
GD,GARDENS,ST,0,1320
GDN,GARDEN,BN,2,123
GDN,GARDEN,ST,0,49
GDNS,GARDENS,BN,2,124
GDNS,GARDENS,ST,0,50
GEN,GENERAL,BN,0,944
GENERAL,GENERAL,BN,2,113
GLAD,GLADE,ST,0,278
GLADE,GLADE,BN,2,162
GLADE,GLADE,ST,0,534
GLEN,GLEN,BN,2,764
GLEN,GLEN,ST,0,279
GLENS,GLENS,ST,0,885
GLN,GLEN,ST,0,51
GRDEN,GARDEN,BN,2,360
GRDEN,GARDEN,ST,0,535
GRDN,GARDEN,BN,2,361
GRDN,GARDEN,ST,0,394
GRDNS,GARDENS,BN,2,846
GRDNS,GARDENS,ST,0,52
GRE,GREEN,ST,1,1011
GREEN,GREEN,BN,2,280
GREEN,GREEN,ST,0,395
GREENE,GREENE,BN,2,886
GREENE,GREENE,ST,0,281
GREENS,GREENS,ST,0,282
GRN,GREEN,ST,0,396
GROV,GROVE,ST,0,765
GROVE,GROVE,BN,2,766
GROVE,GROVE,ST,0,397
GROVES,GROVES,ST,0,163
GRV,GROVE,ST,0,647
GTWAY,GATEWAY,ST,0,767
GTWY,GATEWAY,ST,0,398
HARB,HARBOR,ST,0,536
HARBOR,HARBOR,BN,2,7
HARBOR,HARBOR,ST,0,4
HARBORS,HARBORS,ST,0,283
HARBR,HARBOR,ST,0,768
HAVEN,HAVEN,BN,2,284
HAVEN,HAVEN,ST,0,887
HAYWAY,HAYWAY,BT,1,994
HAYWAY,HAYWAY,ST,0,164
HBR,HARBOR,ST,0,888
HEATH,HEATH,BN,1,979
HEATH,HEATH,ST,0,713
HEIGHTS,HEIGHTS,BN,2,165
HEIGHTS,HEIGHTS,ST,0,889
HGTS,HEIGHTS,ST,1,1023
HI,HILL,ST,0,1319
HIGHLANDS,HIGHLANDS,ST,0,166
HIGHWAY,HIGHWAY,HST,0,648
HIGHWY,HIGHWAY,HST,0,890
HILL,HILL,BN,2,769
HILL,HILL,ST,0,285
HILLS,HILLS,BN,2,960
HILLS,HILLS,ST,0,840
HILLWAY,HILLWAY,ST,0,770
HILN,HIGHLANDS,ST,0,649
HIWAY,HIGHWAY,HST,0,891
HIWY,HIGHWAY,HST,0,53
HL,HILL,BN,2,399
HL,HILL,ST,0,54
HLLW,HOLLOW,ST,0,537
HLS,HILLS,ST,0,538
HOLLOW,HOLLOW,BN,2,539
HOLLOW,HOLLOW,ST,0,892
HOLLOWS,HOLLOW,ST,0,400
HOLW,HOLLOW,ST,0,650
HOLWS,HOLLOW,ST,0,540
HOV LANE,HOV LANE,ST,0,401
HRBOR,HARBOR,ST,0,167
HT,HEIGHTS,ST,0,402
HTH,HEATH,ST,0,168
HTS,HEIGHTS,ST,0,651
HVN,HAVEN,ST,0,286
HWAY,HIGHWAY,HST,0,893
HWY,HIGHWAY,HST,0,541
HY,HIGHWAY,ST,0,1316
I,I,BN,0,403
I,INTERSTATE,HPT,0,287
INLET,INLET,BN,1,975
INLET,INLET,ST,0,120
INLT,INLET,ST,0,288
INTERSTATE,INTERSTATE,HPT,0,894
IS,ISLAND,ST,0,652
ISLAND,ISLAND,BN,2,289
ISLAND,ISLAND,ST,0,542
ISLANDS,ISLANDS,ST,0,169
ISLE,ISLE,BN,2,170
ISLE,ISLE,ST,0,404
ISLES,ISLE,ST,0,55
ISLND,ISLAND,ST,0,405
ISLNDS,ISLANDS,ST,0,290
ISS,ISLANDS,ST,0,543
JCT,JUNCTION,ST,0,56
JCTION,JUNCTION,ST,0,653
JCTN,JUNCTION,ST,0,771
JCTNS,JUNCTIONS,ST,0,895
JCTS,JUNCTIONS,ST,0,291
JUNCTION,JUNCTION,BN,0,544
JUNCTION,JUNCTION,ST,0,171
JUNCTIONS,JUNCTIONS,ST,0,545
JUNCTN,JUNCTION,ST,0,406
JUNCTON,JUNCTION,ST,0,546
KNL,KNOLL,ST,0,292
KNLS,KNOLLS,ST,0,654
KNOL,KNOLL,ST,0,172
KNOLL,KNOLL,BN,2,724
KNOLL,KNOLL,ST,0,5
KNOLLS,KNOLLS,BN,2,655
KNOLLS,KNOLLS,ST,0,173
LA,LANE,PT,0,293
LA,LANE,ST,0,656
LAKE,LAKE,BN,2,174
LAKE,LAKE,ST,0,547
LAKES,LAKES,ST,0,175
LANDING,LANDING,BN,2,176
LANDING,LANDING,ST,0,407
LANE,LANE,BN,1,177
LANE,LANE,PT,0,772
LANE,LANE,ST,2,57
LCK,LOCK,ST,0,548
LCKS,LOCKS,ST,0,773
LDG,LODGE,ST,0,549
LDGE,LODGE,ST,0,294
LF,LOAF,ST,0,178
LGT,LIGHT,ST,0,896
LIEUTENANT,LIEUTENANT,BN,2,114
LIGHT,LIGHT,BN,2,295
LIGHT,LIGHT,ST,0,897
LIGHTS,LIGHTS,ST,0,550
LK,LAKE,ST,0,408
LKOT,LOOKOUT,ST,0,409
LKS,LAKES,ST,0,551
LN,LANE,ST,0,58
LNDG,LANDING,ST,0,296
LNDNG,LANDING,ST,0,59
LOAF,LOAF,ST,0,411
LOCK,LOCK,ST,0,898
LOCKS,LOCKS,BN,2,606
LOCKS,LOCKS,ST,0,60
LODG,LODGE,ST,0,774
LODGE,LODGE,BN,2,775
LODGE,LODGE,ST,0,297
LOOKOUT,LOOKOUT,BN,2,61
LOOKOUT,LOOKOUT,ST,0,552
LOOP,LOOP,BN,0,179
LOOP,LOOP,ST,0,899
LOOPS,LOOP,ST,0,553
LOWER,LOWER,BN,2,554
LOWER,LOWER,PM,0,776
LP,LOOP,ST,0,180
LT,LIEUTENANT,BN,0,298
LT.,LIEUTENANT,BN,0,412
MA,MASSACHUSETTS,BN,0,181
MALL,MALL,BN,2,182
MALL,MALL,ST,0,900
MANOR,MANOR,BN,2,607
MANOR,MANOR,ST,0,357
MANORS,MANORS,ST,0,62
MASS,MASSACHUSETTS,BN,0,901
MASSACHUSETTS,MASSACHUSETTS,BN,2,233
MDOW,MEADOW,ST,0,183
MDW,MEADOWS,ST,0,184
MDWS,MEADOWS,ST,0,63
MEADOW,MEADOW,BN,2,902
MEADOW,MEADOW,ST,0,777
MEADOWS,MEADOWS,BN,2,299
MEADOWS,MEADOWS,ST,0,778
MEDOWS,MEADOWS,ST,0,555
MEWS,MEWS,BN,2,487
MEWS,MEWS,ST,0,779
MILL,MILL,BN,2,185
MILL,MILL,ST,0,780
MILLS,MILLS,BN,2,186
MILLS,MILLS,ST,0,781
MISSION,MISSION,BN,2,242
MISSION,MISSION,ST,0,358
MISSN,MISSION,ST,0,187
ML,MILL,ST,0,782
MLS,MILLS,ST,0,556
MNR,MANOR,ST,0,188
MNRS,MANORS,ST,0,657
MNT,MOUNT,BN,2,903
MNT,MOUNT,ST,0,904
MNTAIN,MOUNTAIN,ST,0,557
MNTN,MOUNTAIN,ST,0,413
MNTNS,MOUNTAINS,ST,0,783
MOOR,MOOR,BN,2,905
MOOR,MOOR,ST,0,784
MOTORWAY,MOTORWAY,ST,0,414
MOUNT,MOUNT,BN,2,906
MOUNT,MOUNT,ST,0,64
MOUNTAIN,MOUNTAIN,BN,2,189
MOUNTAIN,MOUNTAIN,ST,0,658
MOUNTAINS,MOUNTAINS,ST,0,659
MOUNTIN,MOUNTAIN,ST,0,558
MSSN,MISSION,ST,0,559
MT,MOUNT,BN,2,660
MTIN,MOUNTAIN,ST,0,415
MTN,MOUNTAIN,BN,2,300
MTN,MOUNTAIN,ST,0,560
MTWY,MOTORWAY,ST,0,785
N,N,BN,0,66
N,NORTHBOUND,HPD,0,117
N,NORTHBOUND,HSD,0,218
N,NORTH,PD,3,416
N,NORTH,SD,3,65
N ANDOVER,NORTH ANDOVER,BN,0,417
N ATTLEBOROUGH,NORTH ATTLEBOROUGH,BN,0,561
N BROOKFIELD,NORTH BROOKFIELD,BN,0,67
N READING,NORTH READING,BN,0,786
NCK,NECK,BN,2,725
NCK,NECK,ST,0,661
NE,NORTHEAST,PD,0,907
NE,NORTHEAST,SD,0,787
NECK,NECK,BN,2,847
NECK,NECK,ST,0,604
NEW,NEW,BN,2,662
NEW,NEW,PM,0,908
NEW ASHFORD,NEW ASHFORD,BN,0,562
NEW BEDFORD,NEW BEDFORD,BN,0,301
NEW BRAINTREE,NEW BRAINTREE,BN,0,418
NEW MARLBOROUGH,NEW MARLBOROUGH,BN,0,663
NEW SALEM,NEW SALEM,BN,0,302
NEW YORK,NEW YORK,BN,0,664
NORTH,NORTH,BN,1,665
NORTH,NORTHBOUND,HPD,0,842
NORTH,NORTHBOUND,HSD,0,788
NORTH,NORTH,PD,2,303
NORTH,NORTH,SD,2,909
NORTH ANDOVER,NORTH ANDOVER,BN,0,190
NORTH ATTLEBOROUGH,NORTH ATTLEBOROUGH,BN,0,68
NORTH BROOKFIELD,NORTH BROOKFIELD,BN,0,191
NORTH READING,NORTH READING,BN,0,910
NORTHBOUND,NORTHBOUND,HPD,0,957
NORTHBOUND,NORTHBOUND,HSD,0,714
NORTHEAST,NORTHEAST,BN,0,69
NORTHEAST,NORTHEAST,PD,1,911
NORTHEAST,NORTHEAST,SD,0,838
NORTHWEST,NORTHWEST,BN,0,789
NORTHWEST,NORTHWEST,PD,1,192
NORTHWEST,NORTHWEST,SD,0,235
NW,NORTHWEST,PD,0,420
NW,NORTHWEST,SD,0,193
OLD,OLD,BN,1,955
OLD,OLD,PM,0,912
OPAS,OVERPASS,ST,0,913
ORCH,ORCHARD,BN,2,243
ORCH,ORCHARD,ST,0,790
ORCHARD,ORCHARD,BN,2,363
ORCHARD,ORCHARD,ST,0,240
ORCHRD,ORCHARD,BN,2,848
ORCHRD,ORCHARD,ST,0,791
OVAL,OVAL,BN,2,1002
OVAL,OVAL,ST,0,115
OVERPASS,OVERPASS,ST,0,194
OVL,OVAL,ST,0,666
OVPS,OVERPASS,ST,0,914
PA,PATH,ST,0,792
PAR,PARK,ST,0,1005
PARK,PARK,BN,2,793
PARK,PARK,ST,0,794
PARKWAY,PARKWAY,BN,0,195
PARKWAY,PARKWAY,ST,0,563
PARKWAYS,PARKWAYS,ST,0,70
PARKWY,PARKWAY,ST,0,795
PASS,PASS,ST,0,915
PASSAGE,PASSAGE,BN,0,916
PASSAGE,PASSAGE,ST,0,421
PASSWAY,PASSWAY,ST,0,196
PAT,PATH,ST,0,1008
PATH,PATH,BN,1,564
PATH,PATH,ST,0,422
PATHE,PATHE,ST,0,565
PATHS,PATH,ST,0,796
PATHWAY,PATHWAY,ST,0,797
PIER,PIER,BN,1,423
PIER,PIER,PT,0,567
PIER,PIER,ST,0,566
PIKE,PIKE,BN,0,71
PIKE,PIKE,ST,0,667
PIKES,PIKE,ST,0,304
PINES,PINES,BN,2,305
PINES,PINES,ST,0,197
PK,PARK,BN,2,198
PK,PARK,ST,0,568
PKE,PIKE,ST,0,668
PKWAY,PARKWAY,ST,0,306
PKWY,PARKWAY,ST,0,569
PKWYS,PARKWAYS,ST,0,307
PKY,PARKWAY,ST,0,199
PL,PLACE,ST,0,917
PLA,PLACE,ST,0,1003
PLACE,PLACE,BN,1,424
PLACE,PLACE,ST,0,570
PLAIN,PLAIN,BN,2,918
PLAIN,PLAIN,ST,0,919
PLAINS,PLAINS,BN,2,425
PLAINS,PLAINS,ST,0,308
PLAZA,PLAZA,BN,2,200
PLAZA,PLAZA,ST,0,309
PLN,PLAIN,ST,0,310
PLNS,PLAINS,ST,0,798
PLZ,PLAZA,ST,0,426
PLZA,PLAZA,ST,0,799
PNES,PINES,ST,0,669
PNT,POINT,ST,0,72
POINT,POINT,BN,2,311
POINT,POINT,ST,0,427
POINTE,POINTE,ST,0,73
POINTS,POINTS,ST,0,920
POND,POND,BN,2,921
POND,POND,ST,0,201
PORT,PORT,BN,2,800
PORT,PORT,ST,0,571
PORTS,PORTS,ST,0,922
PR,PRAIRIE,ST,0,202
PRAIRIE,PRAIRIE,BN,2,990
PRAIRIE,PRAIRIE,ST,0,717
PRIVATE,PRIVATE,BN,0,837
PRIVATE DRIVE,PRIVATE DRIVE,BT,0,355
PRK,PARK,ST,0,670
PRR,PRAIRIE,ST,0,203
PRT,PORT,ST,0,312
PRTS,PORTS,ST,0,428
PSG,PASSAGE,ST,0,1324
PSGE,PASSAGE,ST,0,801
PT,POINT,BN,2,205
PT,POINT,ST,0,204
PTS,POINTS,ST,0,572
PUBLIC ALLEY,PUBLIC ALLEY,PT,0,429
PVT,PRIVATE,BN,0,475
PVT DR,PRIVATE DRIVE,BT,0,945
PVT DRIVE,PRIVATE DRIVE,BT,0,476
QUARRY,QUARRY,BN,2,802
QUARRY,QUARRY,ST,0,803
RAD,RADIAL,ST,0,804
RADIAL,RADIAL,ST,0,74
RADIEL,RADIAL,ST,0,923
RADL,RADIAL,ST,0,75
RAILROAD CROSSING,RAILROAD CROSSING,ST,0,716
RAILROAD XING,RAILROAD CROSSING,ST,0,76
RAMP,RAMP,BN,1,206
RAMP,RAMP,BT,0,976
RAMP,RAMP,PT,1,207
RAMP,RAMP,ST,2,573
RANCH,RANCH,BN,1,966
RANCH,RANCH,ST,0,238
RANCHES,RANCH,ST,0,924
RAPID,RAPID,ST,0,313
RAPIDS,RAPIDS,ST,0,208
RCH,REACH,ST,0,925
RD,ROAD,ST,0,314
RDG,RIDGE,ST,0,315
RDGE,RIDGE,ST,0,430
RDGS,RIDGES,ST,0,431
RDS,ROADS,ST,0,77
RDWY,ROADWAY,ST,0,78
REACH,REACH,BN,2,672
REACH,REACH,ST,0,671
REST,REST,ST,0,926
RIDGE,RIDGE,BN,2,432
RIDGE,RIDGE,ST,0,433
RIDGES,RIDGES,ST,0,673
RIGHT OF WAY,RIGHT OF WAY,BN,0,984
RIGHT OF WAY,RIGHT OF WAY,PT,1,967
RIGHT OF WAY,RIGHT OF WAY,ST,1,968
RIV,RIVER,ST,0,79
RIVE,RIVER,ST,0,209
RIVER,RIVER,BN,2,316
RIVER,RIVER,ST,0,805
RIVERWAY,RIVERWAY,ST,0,434
RIVR,RIVER,ST,0,806
RNCH,RANCH,ST,0,80
RNCHS,RANCH,ST,0,807
ROA,ROAD,ST,0,999
ROAD,ROAD,PT,0,674
ROAD,ROAD,ST,0,808
ROADS,ROADS,ST,0,81
ROADWAY,ROADWAY,PT,0,318
ROADWAY,ROADWAY,ST,0,317
ROTAR,ROTARY,ST,1,1018
ROTARY,ROTARY,BN,0,991
ROTARY,ROTARY,ST,2,319
